pdf_id,incremental_updates,eof_marker_count,metadata_anomaly_score,hidden_text_spans,white_text_spans,javascript_count,embedded_files_count,signature_gap_score,render_ela_suspicious_block_ratio,render_noise_hotspot_ratio,object_count,stream_entropy,xref_mismatch_score,font_switch_score,ocr_text_layer_gap,is_scanned_pdf,has_signature,hard_subtle_case,label
PDF_00219,0,2,19.29,3,0,0,0,0.0,0.1897,0.2885,109,5.276,2.99,10.37,35.04,1,1,0,0
PDF_00220,0,1,11.07,2,1,0,0,12.89,0.0403,0.0983,85,4.472,6.06,0.0,0.0,0,1,0,0
PDF_00221,0,1,9.29,0,0,1,0,0.0,0.0401,0.1327,98,5.767,0.0,25.13,0.21,0,0,0,0
PDF_00222,2,2,0.0,5,2,0,0,0.0,0.1152,0.2325,42,4.182,0.0,0.0,36.92,1,1,0,0
PDF_00223,0,1,0.0,4,1,0,0,0.0,0.1435,0.2394,55,4.644,0.0,0.0,31.88,1,1,0,0
PDF_00224,1,2,26.64,0,1,1,0,18.04,0.017,0.1445,85,4.851,0.0,7.62,3.09,0,0,0,0
PDF_00225,0,1,9.46,1,3,0,0,0.0,0.0131,0.0743,71,4.56,14.26,0.0,6.58,0,0,0,0
PDF_00226,0,1,9.08,0,3,0,0,0.0,0.0919,0.1009,93,5.452,5.17,0.0,0.0,0,0,0,0
PDF_00227,0,1,0.0,0,0,0,1,0.0,0.1929,0.3593,83,5.671,4.23,0.0,62.82,1,1,0,0
PDF_00228,3,2,13.01,2,0,1,0,32.65,0.2641,0.3292,143,6.062,9.67,19.29,63.02,1,0,0,0
PDF_00229,0,1,0.0,1,3,0,0,0.0,0.0142,0.2553,39,5.397,0.0,0.0,38.42,1,0,0,0
PDF_00230,0,1,0.0,1,5,0,0,0.0,0.1141,0.2616,102,4.039,0.0,0.0,45.29,1,0,0,0
PDF_00231,1,1,27.33,1,0,0,0,0.0,0.2562,0.4614,129,5.044,23.29,0.0,64.34,1,0,0,0
PDF_00232,1,2,8.96,4,0,0,0,3.84,0.0789,0.0886,63,6.193,9.78,0.0,2.73,0,1,0,0
PDF_00233,1,1,33.87,0,1,0,0,4.1,0.1099,0.1179,79,5.552,13.69,20.91,16.26,0,0,0,0
PDF_00234,0,1,32.39,4,1,0,0,0.18,0.1622,0.3402,152,4.954,9.43,18.01,50.96,1,0,0,0
PDF_00235,0,1,26.89,2,0,0,0,11.83,0.1204,0.3858,142,5.793,54.68,6.35,64.79,1,0,0,0
PDF_00236,0,1,39.78,3,0,0,0,37.05,0.1606,0.3483,113,6.42,19.31,26.77,68.49,1,0,0,0
PDF_00237,1,1,12.03,3,1,1,0,11.66,0.0319,0.0598,41,5.775,10.89,26.61,9.87,0,0,0,0
PDF_00238,0,1,40.57,0,2,0,0,12.13,0.1399,0.0626,100,4.99,14.1,3.14,18.16,0,0,0,0
PDF_00239,2,1,16.91,0,0,0,0,8.51,0.0931,0.2114,126,5.834,13.75,26.48,12.63,0,0,0,0
PDF_00240,0,2,36.82,1,3,2,0,36.19,0.2957,0.3818,139,5.695,48.9,47.09,71.44,1,1,0,0
PDF_00241,0,1,11.65,4,4,0,0,0.0,0.0214,0.1067,89,5.205,0.0,18.92,5.23,0,0,0,0
PDF_00242,0,1,1.47,1,1,0,0,0.0,0.1256,0.271,85,5.027,0.0,0.0,70.25,1,0,0,0
PDF_00243,0,1,0.0,0,3,0,0,0.0,0.0467,0.23,44,5.22,3.12,0.0,58.08,1,0,0,0
PDF_00244,0,1,6.56,2,1,0,0,0.0,0.1635,0.1369,52,6.004,19.15,21.16,8.21,0,0,0,0
PDF_00245,0,1,0.0,0,0,0,0,5.54,0.0,0.1396,65,6.123,0.0,0.0,0.0,0,0,0,0
PDF_00246,0,2,0.0,2,0,0,0,0.0,0.1616,0.3444,110,4.589,1.34,11.06,51.66,1,0,0,0
PDF_00247,2,1,28.18,4,0,0,0,21.01,0.2035,0.3091,135,5.756,29.54,8.68,60.99,1,0,0,0
PDF_00248,0,1,0.0,0,0,0,0,0.0,0.1058,0.294,132,5.328,0.0,0.0,49.46,1,0,0,0
PDF_00249,0,1,20.31,2,0,0,0,1.1,0.1292,0.1604,82,6.078,11.73,25.39,39.15,0,0,0,0
PDF_00250,0,1,9.66,0,0,1,0,0.0,0.1558,0.3025,66,5.735,0.0,0.0,45.18,1,0,0,0
PDF_00251,1,2,30.51,4,3,0,0,9.65,0.1996,0.3417,66,6.401,6.09,29.24,37.18,1,1,0,0
PDF_00252,0,2,10.24,4,3,0,0,0.0,0.0947,0.1426,69,5.177,8.89,22.47,1.82,0,0,0,0
PDF_00253,1,2,31.1,2,1,1,0,2.57,0.2308,0.3141,106,5.38,11.78,27.03,67.02,1,0,0,0
PDF_00254,0,1,0.0,3,0,0,0,0.0,0.1347,0.2807,41,5.093,0.0,0.0,42.74,1,1,0,0
PDF_00255,0,1,0.0,4,0,0,0,0.0,0.1323,0.2017,72,4.744,0.0,0.0,39.7,1,0,0,0
PDF_00256,0,1,21.64,3,0,1,0,0.23,0.0953,0.1727,150,5.115,0.0,20.35,1.99,0,0,0,0
PDF_00257,0,1,1.64,0,0,0,0,0.0,0.11,0.0532,87,6.806,0.0,19.36,7.92,0,0,0,0
PDF_00258,1,1,11.37,3,2,0,0,0.0,0.095,0.1662,60,5.452,5.53,17.72,6.47,0,1,0,0
PDF_00259,0,2,21.56,3,0,1,0,0.0,0.1926,0.255,110,6.413,17.98,20.22,60.55,1,0,0,0
PDF_00260,0,1,11.89,0,2,0,0,0.89,0.0951,0.0913,70,5.49,0.0,16.26,1.28,0,1,0,0
PDF_00261,1,2,19.09,0,4,0,0,13.81,0.1869,0.3091,124,4.257,0.0,26.24,48.89,1,0,0,0
PDF_00262,1,1,22.73,2,0,1,0,0.0,0.1423,0.0746,104,5.179,7.54,9.0,7.91,0,0,0,0
PDF_00263,1,1,19.66,0,2,0,0,28.08,0.1491,0.3901,120,5.344,0.0,3.16,65.77,1,0,0,0
PDF_00264,1,1,0.0,2,2,0,0,0.0,0.1133,0.3377,76,4.909,0.0,0.36,49.87,1,1,0,0
PDF_00265,0,2,18.26,0,4,0,0,4.01,0.2694,0.3624,156,5.465,0.0,43.62,75.2,1,1,0,0
PDF_00266,1,1,0.0,1,0,1,0,8.79,0.1649,0.2824,139,3.728,0.0,0.0,70.1,1,0,0,0
PDF_00267,0,1,0.0,0,1,0,0,0.0,0.0,0.0121,40,5.378,0.0,0.0,0.0,0,0,0,0
PDF_00268,0,1,17.19,0,0,0,0,6.27,0.1803,0.0406,110,4.393,22.05,13.85,0.0,0,0,0,0
PDF_00269,0,2,15.31,0,1,1,0,1.9,0.1882,0.2185,77,5.397,0.0,0.0,52.84,1,0,0,0
PDF_00270,2,1,46.46,3,3,1,0,0.0,0.0811,0.1914,102,5.464,34.66,37.89,30.21,0,0,0,0
PDF_00271,1,3,0.0,1,2,0,0,0.0,0.0546,0.162,35,5.669,0.0,0.0,0.0,0,0,0,0
PDF_00272,1,2,49.87,5,6,1,0,34.1,0.3646,0.3755,173,6.563,9.87,34.51,71.2,1,1,0,0
PDF_00273,1,1,5.39,0,0,0,0,0.0,0.1544,0.3042,90,6.096,5.24,0.0,62.54,1,0,0,0
PDF_00274,2,2,33.46,6,3,0,0,11.77,0.2512,0.2795,135,6.936,12.45,24.29,61.48,1,1,0,0
PDF_00275,0,1,5.1,3,3,1,0,0.94,0.1535,0.2946,73,5.077,18.5,17.53,55.29,1,1,0,0
PDF_00276,1,3,0.0,3,2,0,0,0.0,0.018,0.1602,57,4.009,13.14,1.52,0.0,0,0,0,0
PDF_00277,1,2,5.41,2,1,0,0,17.31,0.0306,0.1124,35,5.256,3.71,0.0,0.0,0,1,0,0
PDF_00278,2,1,53.7,4,5,0,0,36.51,0.2668,0.3501,198,5.59,45.31,39.33,62.67,1,1,0,0
PDF_00279,0,1,10.85,1,2,1,0,13.52,0.0182,0.145,98,5.337,14.16,3.5,19.92,0,1,0,0
PDF_00280,0,1,12.01,3,1,0,0,0.0,0.0623,0.1015,105,5.817,8.43,0.0,9.45,0,0,0,0
PDF_00281,1,2,31.78,5,0,0,0,37.2,0.1194,0.2096,100,5.639,11.61,34.7,8.22,0,1,0,0
PDF_00282,1,1,6.76,5,0,0,0,0.0,0.2001,0.2925,124,5.858,0.0,14.64,51.4,1,0,0,0
PDF_00283,1,1,15.01,0,4,1,0,7.24,0.0944,0.1745,124,6.864,27.03,24.28,36.78,0,0,0,0
PDF_00284,0,1,0.0,4,0,2,0,0.0,0.0,0.0357,5,5.174,0.0,0.0,0.0,0,0,0,0
PDF_00285,0,1,7.15,5,0,0,0,20.15,0.0489,0.116,130,5.222,10.55,12.32,1.04,0,1,0,0
PDF_00286,2,3,0.0,1,0,0,0,0.0,0.022,0.0431,35,4.776,6.26,0.0,2.92,0,0,0,0
PDF_00287,2,1,34.92,7,6,1,0,20.39,0.1649,0.1638,87,4.849,26.79,23.61,15.67,0,0,0,0
PDF_00288,1,2,37.16,1,4,1,0,11.46,0.1615,0.1321,105,5.989,22.63,48.04,31.36,0,1,0,0
PDF_00289,0,1,0.0,1,0,0,0,0.0,0.0765,0.148,67,5.029,0.0,2.77,10.62,0,0,0,0
PDF_00290,0,2,17.34,0,0,1,0,32.67,0.0965,0.1629,77,4.817,20.88,26.48,0.0,0,0,0,0
PDF_00291,1,1,18.58,3,0,1,0,0.0,0.058,0.1271,123,5.855,26.69,0.0,16.71,0,0,0,0
PDF_00292,1,1,3.84,0,5,0,0,0.0,0.1232,0.0756,98,4.663,14.19,4.81,13.62,0,0,0,0
PDF_00293,1,2,37.87,4,2,1,0,6.24,0.1379,0.1794,110,5.366,22.67,7.41,21.42,0,0,0,0
PDF_00294,0,2,23.45,3,0,1,0,0.0,0.0221,0.1489,131,5.32,31.33,29.5,14.12,0,0,0,0
PDF_00295,2,2,13.1,0,0,0,0,19.21,0.0728,0.1988,77,5.791,19.1,15.44,11.46,0,0,0,0
PDF_00296,0,2,0.0,4,0,0,0,0.0,0.1308,0.3083,47,6.142,0.0,0.0,41.62,1,0,0,0
PDF_00297,1,3,17.44,2,0,1,0,0.0,0.0,0.0972,54,6.033,6.04,6.9,0.0,0,0,0,0
PDF_00298,1,1,0.0,2,0,0,0,1.97,0.0,0.0655,66,5.508,0.0,0.63,0.0,0,0,0,0
PDF_00299,0,2,0.0,1,1,0,0,0.0,0.1593,0.3715,55,4.817,0.0,0.0,25.13,1,1,0,0
PDF_00300,0,3,45.31,4,1,1,0,49.46,0.1852,0.1755,138,5.354,43.27,60.97,25.03,0,1,0,0
PDF_00301,1,1,27.71,3,0,1,0,16.34,0.0385,0.1961,101,4.391,0.0,7.46,4.57,0,0,0,0
PDF_00302,0,1,0.0,6,1,0,0,8.75,0.1832,0.2833,111,4.312,0.0,8.0,44.29,1,0,0,0
PDF_00303,1,2,42.04,5,1,1,0,24.97,0.2446,0.3447,213,6.693,15.75,52.6,59.38,1,0,0,0
PDF_00304,0,1,20.17,4,4,0,0,5.09,0.1207,0.3181,168,6.363,24.99,3.97,73.92,1,1,0,0
PDF_00305,2,1,38.5,5,3,1,0,0.18,0.1546,0.1336,147,6.534,37.13,52.58,26.74,0,0,0,0
PDF_00306,0,1,21.88,0,1,0,0,3.13,0.1061,0.1526,81,5.158,7.51,0.0,5.5,0,1,0,0
PDF_00307,0,1,0.0,1,0,0,0,0.0,0.0597,0.0809,89,5.18,0.0,0.51,0.0,0,0,0,0
PDF_00308,0,2,0.0,2,0,0,0,0.0,0.0676,0.3351,128,5.288,0.0,0.0,54.73,1,0,0,0
PDF_00309,0,1,2.31,2,4,0,0,0.0,0.0425,0.0158,90,3.983,0.0,23.77,0.0,0,1,0,0
PDF_00310,0,2,20.5,0,1,0,0,30.25,0.0904,0.1192,83,4.735,21.76,14.63,17.46,0,1,0,0
PDF_00311,2,1,12.08,2,0,0,0,17.9,0.0666,0.109,140,5.255,0.0,13.66,0.0,0,0,0,0
PDF_00312,1,2,0.0,3,0,0,0,0.0,0.0,0.0534,24,3.931,0.0,13.2,0.0,0,1,0,0
PDF_00313,0,1,0.0,0,1,2,0,0.0,0.0184,0.0575,43,4.495,0.0,0.0,0.0,0,0,0,0
PDF_00314,1,1,0.0,4,0,1,0,0.0,0.0532,0.0129,87,4.827,0.0,0.0,0.0,0,0,0,0
PDF_00315,1,1,25.75,2,1,1,0,0.0,0.1616,0.3045,122,5.394,19.69,0.0,69.7,1,0,0,0
PDF_00316,0,1,2.63,3,1,1,0,19.58,0.1814,0.0967,77,5.142,0.0,33.81,24.17,0,0,0,0
PDF_00317,0,2,0.0,3,0,1,0,0.0,0.0,0.0798,69,4.898,0.0,0.0,14.81,0,0,0,0
PDF_00318,0,1,0.0,0,0,0,0,0.0,0.0692,0.3168,54,4.431,0.0,0.0,33.29,1,0,0,0
PDF_00319,0,1,3.16,0,4,0,0,0.0,0.0329,0.1584,102,4.738,16.19,9.81,14.22,0,0,0,0
PDF_00320,0,1,29.91,4,1,1,0,33.12,0.1269,0.1432,106,4.893,20.53,13.43,14.31,0,0,0,0
PDF_00321,1,1,34.54,3,0,0,0,6.37,0.2085,0.3775,145,5.49,0.0,17.49,49.76,1,0,0,0
PDF_00322,1,1,53.71,5,2,0,0,11.99,0.3036,0.3579,156,6.422,20.83,24.17,59.92,1,0,0,0
PDF_00323,2,2,14.84,6,1,1,0,19.45,0.1779,0.341,142,5.464,15.64,23.22,44.42,1,0,0,0
PDF_00324,0,1,26.37,0,3,0,0,5.96,0.2021,0.343,93,5.603,7.22,16.16,56.2,1,1,0,0
PDF_00325,0,2,18.19,0,0,0,0,0.0,0.21,0.2912,90,4.612,11.48,24.3,60.22,1,0,0,0
PDF_00326,0,1,6.14,0,1,0,0,0.0,0.2056,0.2849,52,4.895,0.0,0.0,32.67,1,0,0,0
PDF_00327,1,1,30.53,0,4,1,0,7.36,0.0,0.1285,78,5.523,18.56,19.57,7.28,0,1,0,0
PDF_00328,0,1,13.72,4,1,0,0,18.27,0.1947,0.1544,108,4.923,22.72,0.0,0.0,0,1,0,0
PDF_00329,2,1,15.0,0,0,0,0,0.0,0.1345,0.3184,87,5.439,12.49,24.93,71.19,1,0,0,0
PDF_00330,1,1,20.74,0,5,1,0,0.0,0.0737,0.117,98,4.763,8.45,27.07,26.58,0,0,0,0
PDF_00331,1,2,9.94,0,0,0,0,0.0,0.103,0.0692,124,5.35,24.93,19.91,7.66,0,0,0,0
PDF_00332,0,1,25.91,4,0,1,0,3.51,0.1224,0.0428,72,5.387,12.35,0.0,5.85,0,1,0,0
PDF_00333,0,1,27.35,0,1,0,0,15.15,0.0471,0.1223,70,6.724,29.65,10.08,14.14,0,0,0,0
PDF_00334,0,1,20.99,2,0,0,0,4.99,0.2521,0.3898,97,4.801,27.93,32.89,73.3,1,0,0,0
PDF_00335,1,1,9.09,0,1,0,0,4.71,0.0436,0.0681,47,5.854,0.0,0.0,0.0,0,0,0,0
PDF_00336,0,1,20.94,3,1,1,0,18.64,0.1373,0.0977,106,5.35,8.11,17.0,22.65,0,1,0,0
PDF_00337,0,1,6.2,1,6,0,0,0.0,0.0,0.1183,60,4.229,0.0,0.0,6.64,0,0,0,0
PDF_00338,1,1,33.25,5,3,0,0,22.67,0.122,0.1643,120,5.493,44.01,27.82,9.54,0,0,0,0
PDF_00339,0,2,32.65,2,2,0,0,25.43,0.2273,0.0891,97,6.153,20.55,38.99,0.0,0,0,0,0
PDF_00340,0,2,20.77,0,4,0,0,33.78,0.1187,0.071,42,4.592,18.21,1.63,6.09,0,0,0,0
PDF_00341,1,1,0.0,0,0,1,0,0.0,0.0912,0.3219,64,5.365,13.35,0.0,63.0,1,1,0,0
PDF_00342,0,2,0.0,2,0,0,0,0.0,0.06,0.0653,103,5.917,0.0,14.41,0.0,0,0,0,0
PDF_00343,0,1,0.0,1,0,0,0,0.0,0.1613,0.3137,77,4.941,0.0,0.0,36.16,1,0,0,0
PDF_00344,0,2,0.0,0,2,1,0,0.0,0.0305,0.0,37,5.402,0.0,0.0,0.0,0,1,0,0
PDF_00345,0,1,0.0,0,3,0,0,18.28,0.028,0.1923,88,5.196,20.17,27.35,16.82,0,1,0,0
PDF_00346,2,1,0.0,0,2,0,0,0.0,0.0157,0.1549,51,4.471,0.0,0.0,0.0,0,1,0,0
PDF_00347,0,2,12.69,1,2,0,0,0.0,0.1196,0.3433,91,5.949,0.0,4.28,46.4,1,0,0,0
PDF_00348,0,1,0.0,0,1,0,0,3.59,0.1179,0.2855,9,5.239,0.0,0.0,39.33,1,1,0,0
PDF_00349,1,1,59.44,5,6,1,0,25.54,0.2622,0.4079,153,6.046,37.11,45.99,71.36,1,1,0,0
PDF_00350,0,2,0.0,2,4,0,0,0.0,0.1168,0.216,58,5.065,0.0,0.0,53.81,1,1,0,0
PDF_00351,0,1,25.37,2,1,0,0,0.0,0.1237,0.0944,70,5.634,2.74,2.29,0.0,0,0,0,0
PDF_00352,1,2,9.16,0,3,0,0,0.0,0.005,0.1221,75,6.69,11.45,24.09,28.51,0,0,0,0
PDF_00353,1,2,17.13,0,2,0,0,8.35,0.0877,0.176,92,5.744,23.66,7.21,1.85,0,1,0,0
PDF_00354,0,1,20.08,0,0,1,0,5.12,0.2037,0.1896,100,5.012,4.68,14.91,1.73,0,0,0,0
PDF_00355,1,1,0.0,1,0,0,0,0.0,0.178,0.3336,101,4.628,0.0,0.0,40.79,1,0,0,0
PDF_00356,1,1,16.01,2,0,0,0,0.0,0.0378,0.2344,113,5.072,2.69,0.32,1.65,0,1,0,0
PDF_00357,2,1,12.63,4,4,0,1,0.0,0.0,0.1341,65,4.773,0.0,0.0,0.0,0,0,0,0
PDF_00358,0,1,19.23,2,3,1,0,9.22,0.0887,0.0572,104,5.561,11.31,15.22,0.0,0,0,0,0
PDF_00359,1,1,14.94,3,0,1,0,9.1,0.1379,0.122,118,6.544,14.88,8.39,9.58,0,0,0,0
PDF_00360,2,1,39.43,6,4,1,0,19.18,0.192,0.4438,150,5.661,22.67,35.49,60.69,1,0,0,0
PDF_00361,1,1,23.02,0,0,1,0,0.19,0.1392,0.4172,74,5.998,0.0,0.0,59.26,1,0,0,0
PDF_00362,1,1,20.94,1,1,0,0,3.55,0.1147,0.0575,110,6.26,17.41,0.0,19.52,0,0,0,0
PDF_00363,2,2,8.77,0,0,0,0,21.56,0.0695,0.0999,88,6.428,0.0,0.0,19.71,0,1,0,0
PDF_00364,0,2,0.0,0,0,0,0,1.34,0.004,0.124,26,5.427,0.0,6.87,8.64,0,0,0,0
PDF_00365,1,1,31.87,0,2,1,0,15.83,0.1208,0.1806,109,5.273,9.31,0.67,1.22,0,0,0,0
PDF_00366,0,1,49.76,1,3,0,0,2.15,0.2778,0.3655,138,5.963,17.71,18.84,61.07,1,1,0,0
PDF_00367,1,1,13.88,2,0,1,0,0.0,0.1072,0.0814,43,5.408,1.14,10.99,10.33,0,0,0,0
PDF_00368,1,1,4.98,3,2,1,0,0.0,0.1201,0.3314,112,5.62,2.52,0.0,32.84,1,0,0,0
PDF_00369,1,1,0.0,1,0,0,0,0.0,0.0183,0.1452,81,6.242,0.0,0.0,0.0,0,0,0,0
PDF_00370,1,2,46.3,4,3,2,0,20.76,0.1052,0.088,155,6.393,30.88,50.64,0.0,0,1,0,0
PDF_00371,0,2,30.05,2,2,1,0,22.94,0.2044,0.3687,134,6.003,46.5,25.95,87.57,1,0,0,0
PDF_00372,0,1,11.92,2,2,1,0,4.49,0.2446,0.334,54,4.513,0.0,21.32,61.1,1,0,0,0
PDF_00373,1,1,0.0,0,0,0,0,0.0,0.1496,0.1923,44,5.215,0.0,0.0,20.71,1,0,0,0
PDF_00374,1,2,29.03,4,2,0,0,17.83,0.0885,0.0868,96,5.28,28.99,26.82,18.71,0,0,0,0
PDF_00375,0,3,13.82,1,2,2,0,0.0,0.1363,0.0626,114,5.741,2.74,50.0,3.63,0,0,0,0
PDF_00376,1,1,9.95,2,4,1,0,0.0,0.2481,0.2502,124,5.684,10.02,41.07,46.46,1,1,0,0
PDF_00377,0,1,12.47,0,0,0,0,6.74,0.0,0.124,120,5.062,10.71,0.0,1.43,0,1,0,0
PDF_00378,1,1,0.0,4,2,1,1,23.91,0.0411,0.1833,98,5.989,13.22,2.61,20.45,0,0,0,0
PDF_00379,0,1,0.0,1,0,0,0,0.0,0.1092,0.3339,79,5.321,0.0,0.0,44.09,1,0,0,0
PDF_00380,0,1,12.95,2,0,0,0,0.0,0.1494,0.3317,123,5.764,8.0,25.21,61.27,1,0,0,0
PDF_00381,1,1,19.6,1,4,0,0,12.23,0.1161,0.0479,118,5.027,8.63,3.05,1.17,0,0,0,0
PDF_00382,0,1,8.27,2,1,0,0,0.0,0.0629,0.0791,102,3.922,0.0,0.0,6.11,0,0,0,0
PDF_00383,2,1,3.94,0,0,1,1,17.17,0.0201,0.0986,46,4.744,0.0,17.42,12.28,0,0,0,0
PDF_00384,0,1,9.88,0,0,0,0,0.0,0.1062,0.0766,113,6.274,25.63,12.0,13.74,0,0,0,0
PDF_00385,1,1,44.36,1,4,0,0,39.26,0.1785,0.1365,117,6.127,33.59,19.72,15.7,0,1,0,0
PDF_00386,1,2,7.86,1,0,1,0,0.0,0.0404,0.1335,69,5.325,19.93,7.95,14.65,0,1,0,0
PDF_00387,1,3,39.41,0,2,1,0,12.0,0.1755,0.1829,148,5.678,31.0,41.82,29.04,0,0,0,0
PDF_00388,0,1,0.0,1,0,0,0,0.0,0.0799,0.0504,35,5.251,0.0,0.0,0.0,0,0,0,0
PDF_00389,0,1,17.99,5,4,0,0,22.58,0.2584,0.3012,148,5.763,21.0,21.04,86.88,1,1,0,0
PDF_00390,0,1,0.0,1,1,0,0,0.0,0.075,0.0755,54,6.137,0.0,0.0,0.16,0,1,0,0
PDF_00391,0,1,0.91,0,2,0,0,0.0,0.017,0.1067,68,4.525,5.01,0.57,10.3,0,0,0,0
PDF_00392,0,2,3.44,2,0,0,0,0.0,0.1773,0.2657,80,4.627,6.26,0.0,45.08,1,0,0,0
PDF_00393,1,2,0.0,0,1,0,0,0.0,0.0,0.0,38,4.549,0.0,0.0,0.0,0,0,0,0
PDF_00394,0,1,8.05,2,0,0,0,21.67,0.0545,0.0176,83,5.582,24.87,24.85,14.29,0,1,0,0
PDF_00395,0,1,33.92,1,1,0,0,3.32,0.178,0.3447,117,5.32,8.42,8.2,57.98,1,0,0,0
PDF_00396,0,1,49.02,3,5,0,0,34.24,0.1669,0.1881,89,6.068,26.46,19.17,0.0,0,0,0,0
PDF_00397,1,1,0.0,0,0,0,0,3.27,0.0156,0.1335,67,4.961,13.91,0.0,7.61,0,0,0,0
PDF_00398,0,1,0.0,0,1,0,1,0.0,0.142,0.3901,82,5.288,15.7,0.0,49.45,1,1,0,0
PDF_00399,2,1,36.6,0,0,1,0,11.52,0.2638,0.3231,162,5.674,46.84,28.85,46.76,1,1,0,0
PDF_00400,1,1,0.0,0,0,1,0,0.0,0.0361,0.0625,15,4.591,0.0,0.0,0.0,0,0,0,0
PDF_00401,0,2,0.0,3,0,0,0,0.0,0.0318,0.1496,74,4.804,0.0,0.0,33.02,1,0,0,0
PDF_00402,0,1,16.97,3,0,0,0,15.0,0.0317,0.1679,101,5.805,8.38,0.0,14.38,0,0,0,0
PDF_00403,2,1,20.2,3,2,0,0,0.54,0.128,0.118,114,5.267,10.27,0.63,3.87,0,0,0,0
PDF_00404,0,2,21.43,0,3,0,0,0.0,0.0636,0.0991,91,4.58,26.04,32.11,8.5,0,0,0,0
PDF_00405,0,1,0.0,2,1,0,0,0.0,0.0762,0.1068,42,5.763,0.0,0.88,0.0,0,0,0,0
PDF_00406,1,2,0.62,0,1,1,0,8.3,0.1101,0.3443,115,4.53,0.0,9.33,50.58,1,1,0,0
PDF_00407,0,3,0.0,0,1,0,1,0.0,0.0793,0.0346,9,5.19,0.0,0.0,0.0,0,1,0,0
PDF_00408,0,1,29.44,1,0,1,0,7.14,0.0913,0.1468,133,4.453,4.98,4.87,27.52,0,0,0,0
PDF_00409,0,1,15.39,2,0,0,0,7.36,0.0603,0.0996,98,4.552,0.0,10.93,24.47,0,0,0,0
PDF_00410,1,1,10.34,1,5,0,0,0.0,0.0961,0.337,83,4.052,0.0,15.85,41.24,1,0,0,0
PDF_00411,0,1,0.0,0,0,0,0,0.28,0.1714,0.367,98,6.25,0.16,0.0,38.95,1,0,0,0
PDF_00412,0,1,43.0,2,4,0,0,0.0,0.1703,0.4094,138,5.055,9.1,23.1,72.59,1,0,0,0
PDF_00413,2,3,51.86,5,5,1,1,25.48,0.1926,0.2297,162,6.972,24.39,40.4,33.14,0,1,0,0
PDF_00414,0,1,5.66,0,1,1,0,0.0,0.0959,0.0579,78,5.877,0.0,0.96,17.53,0,0,0,0
PDF_00415,0,2,0.0,6,0,0,0,0.96,0.0,0.0724,37,4.156,0.0,0.0,0.0,0,1,0,0
PDF_00416,1,1,17.48,0,0,0,0,26.19,0.0717,0.2094,101,5.9,5.75,0.0,24.72,0,1,0,0
PDF_00417,2,1,0.0,0,0,1,0,11.54,0.0485,0.3317,93,4.504,0.0,10.85,45.94,1,0,0,0
PDF_00418,1,1,0.0,0,0,1,0,1.23,0.1475,0.2482,116,4.695,0.0,9.74,37.52,1,1,0,0
PDF_00419,1,1,52.41,4,0,1,0,23.54,0.2274,0.3099,107,5.045,17.4,34.47,65.3,1,0,0,0
PDF_00420,1,1,0.0,0,3,0,0,0.0,0.0951,0.1975,6,5.348,12.82,0.0,56.9,1,0,0,0
PDF_00421,1,1,18.41,1,0,1,0,8.77,0.177,0.369,99,5.001,8.77,10.59,64.05,1,0,0,0
PDF_00422,0,2,3.32,5,0,1,0,0.0,0.1455,0.2493,105,4.827,0.0,0.0,61.26,1,0,0,0
PDF_00423,0,1,18.22,2,0,0,0,15.64,0.1537,0.052,151,6.083,11.11,6.36,23.56,0,1,0,0
PDF_00424,1,2,9.52,4,0,0,0,32.08,0.149,0.1728,121,4.543,8.63,21.37,14.15,0,1,0,0
PDF_00425,0,3,48.44,0,3,0,0,22.61,0.0959,0.162,128,6.17,28.03,22.26,18.71,0,0,0,0
PDF_00426,2,1,14.82,0,3,0,0,0.0,0.132,0.3124,66,6.212,12.81,0.0,55.51,1,0,0,0
PDF_00427,1,2,44.17,6,1,2,0,46.24,0.3073,0.3961,164,5.835,28.0,44.81,93.26,1,1,0,0
PDF_00428,0,1,0.0,0,0,0,0,0.0,0.2025,0.3829,61,5.208,5.83,0.0,30.39,1,0,0,0
PDF_00429,0,2,41.8,2,6,1,0,3.78,0.2201,0.1059,123,6.076,7.99,35.34,11.53,0,0,0,0
PDF_00430,0,1,0.0,1,0,0,0,0.0,0.0816,0.2068,40,5.734,0.0,0.0,44.21,1,1,0,0
PDF_00431,0,1,7.53,5,0,1,0,0.0,0.1855,0.3694,43,5.546,0.0,4.25,45.27,1,0,0,0
PDF_00432,0,1,0.0,4,0,0,0,0.0,0.0201,0.0428,50,4.246,8.94,2.09,10.39,0,0,0,0
PDF_00433,0,1,36.63,2,2,0,0,4.7,0.1915,0.3238,108,6.286,15.21,15.63,57.58,1,0,0,0
PDF_00434,0,1,7.83,0,1,1,0,14.52,0.1782,0.3237,115,4.688,13.71,34.75,67.16,1,0,0,0
PDF_00435,1,1,1.82,0,4,2,0,16.69,0.0,0.1482,54,6.218,0.0,0.0,0.0,0,1,0,0
PDF_00436,0,2,0.0,0,3,1,0,0.0,0.043,0.177,47,5.532,9.28,0.0,0.0,0,0,0,0
PDF_00437,1,2,21.93,0,2,1,0,7.79,0.0533,0.1518,118,5.246,6.38,47.16,0.66,0,0,0,0
PDF_00438,1,1,29.83,0,0,0,0,7.43,0.2361,0.337,123,5.295,13.88,32.0,55.18,1,0,0,0
